file,key,claim_name,claim_year,pmid,verdict,pubmed_title,pubmed_year,pubmed_journal,pubmed_first_author,year_diff,title_token_overlap,authors_in_snippet
TIRZEPATIDE_OBESITY_REVIEW.html,NCT04657016,SURMOUNT-3,2023,37840095,OK,Tirzepatide after intensive lifestyle intervention in adults with overweight or obesity: the SURMOUN,2023,Nat Med,Wadden TA,0,1,0
TIRZEPATIDE_T2D_REVIEW.html,NCT03954834,SURPASS-1,2021,34186022,OK,Efficacy and safety of a novel dual GIP and GLP-1 receptor agonist tirzepatide in patients with type,2021,Lancet,Rosenstock J,0,1,0
TIRZEPATIDE_T2D_REVIEW.html,NCT03882970,SURPASS-3,2021,34370970,OK,Once-weekly tirzepatide versus once-daily insulin degludec as add-on to metformin with or without SG,2021,Lancet,Ludvik B,0,1,0
TIRZEPATIDE_T2D_REVIEW.html,NCT04039503,SURPASS-5,2022,35133415,OK,Effect of Subcutaneous Tirzepatide vs Placebo Added to Titrated Insulin Glargine on Glycemic Control,2022,JAMA,Dahl D,0,1,0
TIRZEPATIDE_T2D_REVIEW.html,NCT03987919,SURPASS-2,2021,34170647,TRIAL_PMID_MISALIGNED,Tirzepatide versus Semaglutide Once Weekly in Patients with Type 2 Diabetes.,2021,N Engl J Med,Frías JP,0,0,0
TIRZEPATIDE_T2D_REVIEW.html,NCT03730662,SURPASS-4,2021,34672967,OK,Tirzepatide versus insulin glargine in type 2 diabetes and increased cardiovascular risk (SURPASS-4),2021,Lancet,Del Prato S,0,1,0
TNK_VS_TPA_STROKE_REVIEW.html,NCT01949948,NOR-TEST,2017,28780236,OK,"Tenecteplase versus alteplase for management of acute ischaemic stroke (NOR-TEST): a phase 3, random",2017,Lancet Neurol,Logallo N,0,2,0
TNK_VS_TPA_STROKE_REVIEW.html,NCT03889249,AcT,2022,35779553,OK,Intravenous tenecteplase compared with alteplase for acute ischaemic stroke in Canada (AcT): a pragm,2022,Lancet,Menon BK,0,1,0
TNK_VS_TPA_STROKE_REVIEW.html,NCT04797013,TRACE-2,2023,36774935,OK,"Tenecteplase versus alteplase in acute ischaemic cerebrovascular events (TRACE-2): a phase 3, multic",2023,Lancet,Wang Y,0,1,0
TNK_VS_TPA_STROKE_REVIEW.html,NCT02388061,EXTEND-IA TNK,2018,29694815,TRIAL_PMID_MISALIGNED,Tenecteplase versus Alteplase before Thrombectomy for Ischemic Stroke.,2018,N Engl J Med,Campbell BCV,0,0,0
TNK_VS_TPA_STROKE_REVIEW.html,NCT03854500,NOR-TEST 2 Part A,2022,35525250,OK,"Tenecteplase versus alteplase for the management of acute ischaemic stroke in Norway (NOR-TEST 2, pa",2022,Lancet Neurol,Kvistad CE,0,3,0
TNK_VS_TPA_STROKE_REVIEW.html,NCT02814409,ATTEST-2,2024,39424558,OK,"Tenecteplase versus alteplase for acute stroke within 4·5 h of onset (ATTEST-2): a randomised, paral",2024,Lancet Neurol,Muir KW,0,1,0
TOFACITINIB_UC_REVIEW.html,NCT01465763,OCTAVE Induction 1,2017,28467869,OK,Tofacitinib as Induction and Maintenance Therapy for Ulcerative Colitis.,2017,N Engl J Med,Sandborn WJ,0,1,0
TOFACITINIB_UC_REVIEW.html,NCT01458951,OCTAVE Induction 2,2017,28467869,OK,Tofacitinib as Induction and Maintenance Therapy for Ulcerative Colitis.,2017,N Engl J Med,Sandborn WJ,0,1,0
TOFACITINIB_UC_REVIEW.html,NCT01458574,OCTAVE Sustain,2017,28467869,TRIAL_PMID_MISALIGNED,Tofacitinib as Induction and Maintenance Therapy for Ulcerative Colitis.,2017,N Engl J Med,Sandborn WJ,0,0,0
TYVAC_TYPHOID_REVIEW.html,NCT03299426,TyVAC Malawi,2021,34525285,TRIAL_PMID_MISALIGNED,Safety and Efficacy of a Typhoid Conjugate Vaccine in Malawian Children.,2021,N Engl J Med,Patel PD,0,0,0
UC_BIOLOGICS_NMA_REVIEW.html,NCT00036439,ACT-1,2005,16339095,TRIAL_PMID_MISALIGNED,Infliximab for induction and maintenance therapy for ulcerative colitis.,2005,N Engl J Med,Rutgeerts P,0,0,0
UC_BIOLOGICS_NMA_REVIEW.html,NCT00488774,PURSUIT-SC,2014,26119226,TRIAL_PMID_MISALIGNED,Randomised clinical trial: a placebo-controlled study of intravenous golimumab induction therapy for,2015,Aliment Pharmacol Ther,Rutgeerts P,1,0,0
UC_BIOLOGICS_NMA_REVIEW.html,NCT00783718,GEMINI-1,2013,23964932,TRIAL_PMID_MISALIGNED,Vedolizumab as induction and maintenance therapy for ulcerative colitis.,2013,N Engl J Med,Feagan BG,0,0,0
UC_BIOLOGICS_NMA_REVIEW.html,NCT02407236,UNIFI-induction,2019,31553833,OK,Ustekinumab as Induction and Maintenance Therapy for Ulcerative Colitis.,2019,N Engl J Med,Sands BE,0,1,0
UC_BIOLOGICS_NMA_REVIEW.html,NCT01465763,OCTAVE-1,2017,28467869,TRIAL_PMID_MISALIGNED,Tofacitinib as Induction and Maintenance Therapy for Ulcerative Colitis.,2017,N Engl J Med,Sandborn WJ,0,0,0
UC_BIOLOGICS_NMA_REVIEW.html,NCT02819635,U-ACHIEVE,2022,35644166,TRIAL_PMID_MISALIGNED,Upadacitinib as induction and maintenance therapy for moderately to severely active ulcerative colit,2022,Lancet,Danese S,0,0,0
UC_BIOLOGICS_NMA_REVIEW.html,NCT03518086,LUCENT-1,2023,37379135,TRIAL_PMID_MISALIGNED,Mirikizumab as Induction and Maintenance Therapy for Ulcerative Colitis.,2023,N Engl J Med,D'Haens G,0,0,0
UPADACITINIB_CD_REVIEW.html,NCT03345849,U-EXCEL,2023,37224198,TRIAL_PMID_MISALIGNED,Upadacitinib Induction and Maintenance Therapy for Crohn's Disease.,2023,N Engl J Med,Loftus EV Jr,0,0,0
UPADACITINIB_CD_REVIEW.html,NCT03345836,U-EXCEED,2023,37224198,TRIAL_PMID_MISALIGNED,Upadacitinib Induction and Maintenance Therapy for Crohn's Disease.,2023,N Engl J Med,Loftus EV Jr,0,0,0
UPADACITINIB_CD_REVIEW.html,NCT03345823,U-ENDURE,2023,37224198,TRIAL_PMID_MISALIGNED,Upadacitinib Induction and Maintenance Therapy for Crohn's Disease.,2023,N Engl J Med,Loftus EV Jr,0,0,0
VENETOCLAX_AML_REVIEW.html,NCT02993523,VIALE-A,2020,32786187,TRIAL_PMID_MISALIGNED,Azacitidine and Venetoclax in Previously Untreated Acute Myeloid Leukemia.,2020,N Engl J Med,DiNardo CD,0,0,0
VENETOCLAX_AML_REVIEW.html,NCT03069352,VIALE-C,2020,32219442,TRIAL_PMID_MISALIGNED,Venetoclax plus LDAC for newly diagnosed AML ineligible for intensive chemotherapy: a phase 3 random,2020,Blood,Wei AH,0,0,0
VENETOCLAX_CLL_REVIEW.html,NCT02242942,CLL14,2019,31141626,TRIAL_PMID_MISALIGNED,Five-Year Follow-up after Face Transplantation.,2019,N Engl J Med,Tasigiorgos S,0,0,0
VENETOCLAX_CLL_REVIEW.html,NCT02005471,MURANO,2018,29562156,TRIAL_PMID_MISALIGNED,Venetoclax-Rituximab in Relapsed or Refractory Chronic Lymphocytic Leukemia.,2018,N Engl J Med,Seymour JF,0,0,0
VENETOCLAX_CLL_REVIEW.html,NCT02950051,CLL13/GAIA,2023,37163621,TRIAL_PMID_MISALIGNED,First-Line Venetoclax Combinations in Chronic Lymphocytic Leukemia.,2023,N Engl J Med,Eichhorst B,0,0,0
VITAMIN_D_FRACTURE_FALL_NMA_REVIEW.html,NCT01169259,VITAL (Manson 2019),2019,30415629,OK,Vitamin D Supplements and Prevention of Cancer and Cardiovascular Disease.,2019,N Engl J Med,Manson JE,0,0,3
VITAMIN_D_FRACTURE_FALL_NMA_REVIEW.html,LEGACY-ACTRN12613000743763-DHEALTH,D-Health (Neale 2022),2022,35026158,OK,The D-Health Trial: a randomised controlled trial of the effect of vitamin D on mortality.,2022,Lancet Diabetes Endocrinol,Neale RE,0,1,3
VITAMIN_D_FRACTURE_FALL_NMA_REVIEW.html,LEGACY-ACTRN12611000402943-VIDA,ViDA (Khaw 2017),2017,28461159,OK,Effect of monthly high-dose vitamin D supplementation on falls and non-vertebral fractures: secondar,2017,Lancet Diabetes Endocrinol,Khaw KT,0,1,5
VITILIGO_NMA_REVIEW.html,NCT04052425,TRuE-V1 (Rosmarin 2022),2022,36260792,OK,"Two Phase 3, Randomized, Controlled Trials of Ruxolitinib Cream for Vitiligo.",2022,N Engl J Med,Rosmarin D,0,0,3
VITILIGO_NMA_REVIEW.html,NCT04057573,TRuE-V2 (Rosmarin 2022),2022,36260792,OK,"Two Phase 3, Randomized, Controlled Trials of Ruxolitinib Cream for Vitiligo.",2022,N Engl J Med,Rosmarin D,0,0,3
VITILIGO_NMA_REVIEW.html,NCT04927975,UpA-Vitiligo Phase 2/3 (Passeron 2024),2024,38744278,TRIAL_PMID_MISALIGNED,Targeting the HSP47-collagen axis inhibits brain metastasis by reversing M2 microglial polarization ,2024,Cell Rep Med,Wang L,0,0,0
VOCLOSPORIN_LN_REVIEW.html,NCT03021499,AURORA 1,2021,33971155,OK,"Efficacy and safety of voclosporin versus placebo for lupus nephritis (AURORA 1): a double-blind, ra",2021,Lancet,Rovin BH,0,1,0
VORASIDENIB_GLIOMA_REVIEW.html,NCT04164901,INDIGO,2023,37272516,TRIAL_PMID_MISALIGNED,Vorasidenib in IDH1- or IDH2-Mutant Low-Grade Glioma.,2023,N Engl J Med,Mellinghoff IK,0,0,0
VUTRISIRAN_ATTR_REVIEW.html,NCT04153149,HELIOS-B,2024,39213189,TRIAL_PMID_MISALIGNED,Parkin activates innate immunity and promotes antitumor immune responses.,2024,J Clin Invest,Perego M,0,0,0
YELLOW_FEVER_FRACTIONAL_REVIEW.html,LEGACY-NONNCT-CASEY-2019-YF,Casey 2019 Kinshasa (1/5 fractional 17DD),2019,29443626,OK,Immunogenicity of Fractional-Dose Vaccine during a Yellow Fever Outbreak - Final Report.,2019,N Engl J Med,Casey RM,0,1,3
ZOLBETUXIMAB_GASTRIC_REVIEW.html,NCT03504397,SPOTLIGHT,2023,37068504,OK,"Zolbetuximab plus mFOLFOX6 in patients with CLDN18.2-positive, HER2-negative, untreated, locally adv",2023,Lancet,Shitara K,0,1,0
ZOLBETUXIMAB_GASTRIC_REVIEW.html,NCT03653507,GLOW,2023,37524953,OK,Zolbetuximab plus CAPOX in CLDN18.2-positive gastric or gastroesophageal junction adenocarcinoma: th,2023,Nat Med,Shah MA,0,1,0
ZURANOLONE_PPD_REVIEW.html,NCT04442503,SKYLARK,2023,37551612,TRIAL_PMID_MISALIGNED,Prognostic Relevance of Primary Tumor Sidedness in Early-stage Colorectal Cancer: An Integrated Anal,2024,Ann Surg,Ouchi A,1,0,0
ZURANOLONE_PPD_REVIEW.html,NCT02978326,ROBIN,2021,34190962,TRIAL_PMID_MISALIGNED,Effect of Zuranolone vs Placebo in Postpartum Depression: A Randomized Clinical Trial.,2021,JAMA Psychiatry,Deligiannidis KM,0,0,0
