file,key,claim_name,claim_year,pmid,verdict,pubmed_title,pubmed_year,pubmed_journal,pubmed_first_author,year_diff,title_token_overlap,authors_in_snippet
FRAGILITY_FRACTURE_NMA_REVIEW.html,NCT01575834,FRAME,2016,27641143,TRIAL_PMID_MISALIGNED,Romosozumab Treatment in Postmenopausal Women with Osteoporosis.,2016,N Engl J Med,Cosman F,0,0,0
FRAGILITY_FRACTURE_NMA_REVIEW.html,NCT00321620,ACTIVE,2017,29028063,TRIAL_PMID_MISALIGNED,"Particle formation and growth from oxalic acid, methanesulfonic acid, trimethylamine and water: a co",2017,Phys Chem Chem Phys,Arquero KD,0,0,0
FRAGILITY_FRACTURE_NMA_REVIEW.html,NCT00089791,FREEDOM,2009,19671655,TRIAL_PMID_MISALIGNED,Denosumab for prevention of fractures in postmenopausal women with osteoporosis.,2009,N Engl J Med,Cummings SR,0,0,0
FRAGILITY_FRACTURE_NMA_REVIEW.html,LEGACY-VERT-1999,VERT,2001,11346808,TRIAL_PMID_MISALIGNED,Effect of parathyroid hormone (1-34) on fractures and bone mineral density in postmenopausal women w,2001,N Engl J Med,Neer RM,0,0,0
GLP1_CVOT_NMA_REVIEW.html,NCT01179048,LEADER,2016,27295427,TRIAL_PMID_MISALIGNED,Liraglutide and Cardiovascular Outcomes in Type 2 Diabetes.,2016,N Engl J Med,Marso SP,0,0,0
GLP1_CVOT_NMA_REVIEW.html,NCT01720446,SUSTAIN-6,2016,27633186,TRIAL_PMID_MISALIGNED,Semaglutide and Cardiovascular Outcomes in Patients with Type 2 Diabetes.,2016,N Engl J Med,Marso SP,0,0,0
GLP1_CVOT_NMA_REVIEW.html,NCT01394952,REWIND,2019,31189511,OK,"Dulaglutide and cardiovascular outcomes in type 2 diabetes (REWIND): a double-blind, randomised plac",2019,Lancet,Gerstein HC,0,1,0
GLP1_CVOT_NMA_REVIEW.html,NCT02692716,PIONEER-6,2019,31185157,TRIAL_PMID_MISALIGNED,Oral Semaglutide and Cardiovascular Outcomes in Patients with Type 2 Diabetes.,2019,N Engl J Med,Husain M,0,0,0
GLP1_CVOT_NMA_REVIEW.html,NCT01147250,ELIXA,2015,26630143,TRIAL_PMID_MISALIGNED,Lixisenatide in Patients with Type 2 Diabetes and Acute Coronary Syndrome.,2015,N Engl J Med,Pfeffer MA,0,0,0
GLP1_CVOT_NMA_REVIEW.html,NCT02465515,HARMONY-Outcomes,2018,30291013,OK,Albiglutide and cardiovascular outcomes in patients with type 2 diabetes and cardiovascular disease ,2018,Lancet,Hernandez AF,0,2,0
GLP1_CVOT_NMA_REVIEW.html,NCT01144338,EXSCEL,2017,28910237,TRIAL_PMID_MISALIGNED,Effects of Once-Weekly Exenatide on Cardiovascular Outcomes in Type 2 Diabetes.,2017,N Engl J Med,Holman RR,0,0,0
GLP1_CVOT_NMA_REVIEW.html,NCT03496298,AMPLITUDE-O,2021,34215025,TRIAL_PMID_MISALIGNED,Cardiovascular and Renal Outcomes with Efpeglenatide in Type 2 Diabetes.,2021,N Engl J Med,Gerstein HC,0,0,0
GLP1_CVOT_REVIEW.html,NCT01147250,ELIXA,2015,26630143,TRIAL_PMID_MISALIGNED,Lixisenatide in Patients with Type 2 Diabetes and Acute Coronary Syndrome.,2015,N Engl J Med,Pfeffer MA,0,0,0
GLP1_CVOT_REVIEW.html,NCT01179048,LEADER,2016,27295427,TRIAL_PMID_MISALIGNED,Liraglutide and Cardiovascular Outcomes in Type 2 Diabetes.,2016,N Engl J Med,Marso SP,0,0,0
GLP1_CVOT_REVIEW.html,NCT01720446,SUSTAIN-6,2016,27633186,TRIAL_PMID_MISALIGNED,Semaglutide and Cardiovascular Outcomes in Patients with Type 2 Diabetes.,2016,N Engl J Med,Marso SP,0,0,0
GLP1_CVOT_REVIEW.html,NCT01144338,EXSCEL,2017,28910237,TRIAL_PMID_MISALIGNED,Effects of Once-Weekly Exenatide on Cardiovascular Outcomes in Type 2 Diabetes.,2017,N Engl J Med,Holman RR,0,0,0
GLP1_CVOT_REVIEW.html,NCT02465515,HARMONY Outcomes,2018,30291013,OK,Albiglutide and cardiovascular outcomes in patients with type 2 diabetes and cardiovascular disease ,2018,Lancet,Hernandez AF,0,2,0
GLP1_CVOT_REVIEW.html,NCT01394952,REWIND,2019,31189511,OK,"Dulaglutide and cardiovascular outcomes in type 2 diabetes (REWIND): a double-blind, randomised plac",2019,Lancet,Gerstein HC,0,1,0
GLP1_CVOT_REVIEW.html,NCT02692716,PIONEER 6,2019,31185157,TRIAL_PMID_MISALIGNED,Oral Semaglutide and Cardiovascular Outcomes in Patients with Type 2 Diabetes.,2019,N Engl J Med,Husain M,0,0,0
GLP1_CVOT_REVIEW.html,NCT03574597,SELECT,2023,39222642,OK,Semaglutide versus placebo in patients with heart failure and mildly reduced or preserved ejection f,2024,Lancet,Kosiborod MN,1,1,0
GLP1_CVOT_REVIEW.html,NCT03496298,AMPLITUDE-O,2021,34215025,TRIAL_PMID_MISALIGNED,Cardiovascular and Renal Outcomes with Efpeglenatide in Type 2 Diabetes.,2021,N Engl J Med,Gerstein HC,0,0,0
GLP1_CVOT_REVIEW.html,NCT03914326,SOUL,2025,40162642,TRIAL_PMID_MISALIGNED,Oral Semaglutide and Cardiovascular Outcomes in High-Risk Type 2 Diabetes.,2025,N Engl J Med,McGuire DK,0,0,0
GLP1_MASH_NMA_REVIEW.html,NCT04822181,ESSENCE,2024,39412509,OK,Semaglutide 2.4 mg in Participants With Metabolic Dysfunction-Associated Steatohepatitis: Baseline C,2024,Aliment Pharmacol Ther,Newsome PN,0,1,0
GLP1_MASH_NMA_REVIEW.html,NCT04166773,SYNERGY-NASH,2024,38842432,TRIAL_PMID_MISALIGNED,"A qualitative exploration of facilitators and barriers to adopting a healthy lifestyle among Black, ",2024,Ethn Health,Rutledge S,0,0,0
GLP1_MASH_NMA_REVIEW.html,NCT02970942,Newsome NAFLD,2021,33185364,TRIAL_PMID_MISALIGNED,A Placebo-Controlled Trial of Subcutaneous Semaglutide in Nonalcoholic Steatohepatitis.,2021,N Engl J Med,Newsome PN,0,0,0
HCC_1L_NMA_REVIEW.html,NCT03434379,IMbrave150,2020,32402160,TRIAL_PMID_MISALIGNED,Atezolizumab plus Bevacizumab in Unresectable Hepatocellular Carcinoma.,2020,N Engl J Med,Finn RS,0,0,0
HCC_1L_NMA_REVIEW.html,NCT03298451,HIMALAYA,2022,35687509,TRIAL_PMID_MISALIGNED,Dearomatization [4+2] Cycloaddition of Nonactivated Benzene Derivatives.,2022,Org Lett,Wang J,0,0,0
HCC_1L_NMA_REVIEW.html,NCT04039607,CheckMate 9DW,2024,39245040,TRIAL_PMID_MISALIGNED,p16 Immunohistochemical Patterns in Triple-Negative Breast Cancer: Clinical and Genomic Similarities,2025,Pathobiology,Lee M,1,0,0
HCC_1L_NMA_REVIEW.html,NCT03713593,LEAP-002,2023,38039993,OK,Lenvatinib plus pembrolizumab versus lenvatinib plus placebo for advanced hepatocellular carcinoma (,2023,Lancet Oncol,Llovet JM,0,2,0
HEMOPHILIA_GENE_THERAPY_NMA_REVIEW.html,NCT03370913,GENEr8-1 (Ozelo 2022),2022,35294811,OK,Valoctocogene Roxaparvovec Gene Therapy for Hemophilia A.,2022,N Engl J Med,Ozelo MC,0,0,3
HEMOPHILIA_GENE_THERAPY_NMA_REVIEW.html,NCT03569891,HOPE-B (Pipe 2023),2023,36812434,OK,Gene Therapy with Etranacogene Dezaparvovec for Hemophilia B.,2023,N Engl J Med,Pipe SW,0,0,3
HEMOPHILIA_GENE_THERAPY_NMA_REVIEW.html,NCT04370054,"AFFINE (giroctocogene fitelparvovec, 2024)",2024,39504078,TRIAL_PMID_MISALIGNED,"Complete vaccination coverage of children born in 2017-2018, living in urban areas of state capitals",2024,Epidemiol Serv Saude,Moraes JC,0,0,0
HEPATITIS_B_TAF_TDF_REVIEW.html,NCT01940341,"GS-US-320-0108 (TAF vs TDF, HBeAg-negative)",2016,27916343,TRIAL_PMID_MISALIGNED,Cardiac autophagic vacuolation in severe X-linked myopathy with excessive autophagy.,2017,Neuromuscul Disord,Munteanu I,1,0,0
HEPATITIS_B_TAF_TDF_REVIEW.html,NCT01940471,"GS-US-320-0110 (TAF vs TDF, HBeAg-positive)",2016,27989565,TRIAL_PMID_MISALIGNED,"Tracking food intake as bites: Effects on cognitive resources, eating enjoyment, and self-control.",2017,Appetite,Weathers D,1,0,0
HEPATITIS_HCV_DAA_NMA_REVIEW.html,NCT02201940,ASTRAL-1,2015,26571066,OK,"Sofosbuvir and Velpatasvir for HCV Genotype 1, 2, 4, 5, and 6 Infection.",2015,N Engl J Med,Feld JJ,0,0,1
HEPATITIS_HCV_DAA_NMA_REVIEW.html,NCT02201953,ASTRAL-3,2015,26575258,OK,Sofosbuvir and Velpatasvir for HCV Genotype 2 and 3 Infection.,2015,N Engl J Med,Foster GR,0,0,1
HEPATITIS_HCV_DAA_NMA_REVIEW.html,NCT02642432,EXPEDITION-1,2017,28728681,TRIAL_PMID_MISALIGNED,Embryonic hematopoiesis under microscopic observation.,2017,Dev Biol,Klaus A,0,0,0
HER2_LOW_ADC_NMA_REVIEW.html,NCT03734029,DESTINY-Breast04,2022,35665782,TRIAL_PMID_MISALIGNED,Trastuzumab Deruxtecan in Previously Treated HER2-Low Advanced Breast Cancer.,2022,N Engl J Med,Modi S,0,0,0
HER2_LOW_ADC_NMA_REVIEW.html,NCT04494425,DESTINY-Breast06,2024,39282896,TRIAL_PMID_MISALIGNED,Trastuzumab Deruxtecan after Endocrine Therapy in Metastatic Breast Cancer.,2024,N Engl J Med,Bardia A,0,0,0
HER2_LOW_ADC_NMA_REVIEW.html,NCT03901339,TROPiCS-02,2023,37633306,OK,Overall survival with sacituzumab govitecan in hormone receptor-positive and human epidermal growth ,2023,Lancet,Rugo HS,0,1,0
HER2_LOW_ADC_NMA_REVIEW.html,NCT05374512,TROPION-Breast01,2024,39226544,TRIAL_PMID_MISALIGNED,"The SoCAP (Social Communication, Affiliation, and Presence) Taxonomy of Social Features: Scoping Rev",2024,J Med Internet Res,Kwok I,0,0,0
HF_QUADRUPLE_NMA_REVIEW.html,NCT03036124,DAPA-HF,2019,31535829,TRIAL_PMID_MISALIGNED,Dapagliflozin in Patients with Heart Failure and Reduced Ejection Fraction.,2019,N Engl J Med,McMurray JJV,0,0,0
HF_QUADRUPLE_NMA_REVIEW.html,NCT03057977,EMPEROR-Reduced,2020,32865377,TRIAL_PMID_MISALIGNED,Cardiovascular and Renal Outcomes with Empagliflozin in Heart Failure.,2020,N Engl J Med,Packer M,0,0,0
HF_QUADRUPLE_NMA_REVIEW.html,NCT03619213,DELIVER,2022,36027562,TRIAL_PMID_MISALIGNED,REVIVE-ing a Weak Heart - Details Matter.,2022,N Engl J Med,Kirtane AJ,0,0,0
HF_QUADRUPLE_NMA_REVIEW.html,NCT03057951,EMPEROR-Preserved,2021,34449189,OK,Empagliflozin in Heart Failure with a Preserved Ejection Fraction.,2021,N Engl J Med,Anker SD,0,1,0
HF_QUADRUPLE_NMA_REVIEW.html,NCT01035255,PARADIGM-HF,2014,25176015,TRIAL_PMID_MISALIGNED,Angiotensin-neprilysin inhibition versus enalapril in heart failure.,2014,N Engl J Med,McMurray JJ,0,0,0
HF_QUADRUPLE_NMA_REVIEW.html,NCT04435626,FINEARTS-HF,2024,39213592,TRIAL_PMID_MISALIGNED,Color Change of Indole Squaraine between Blue and Yellow with Golden Luster.,2024,Langmuir,Yamazaki S,0,0,0
HIDRADENITIS_SUPPURATIVA_NMA_REVIEW.html,NCT01468207,PIONEER I (Kimball 2016),2016,27518661,OK,Two Phase 3 Trials of Adalimumab for Hidradenitis Suppurativa.,2016,N Engl J Med,Kimball AB,0,0,3
HIDRADENITIS_SUPPURATIVA_NMA_REVIEW.html,NCT01468233,PIONEER II (Kimball 2016),2016,27518661,OK,Two Phase 3 Trials of Adalimumab for Hidradenitis Suppurativa.,2016,N Engl J Med,Kimball AB,0,0,3
HIDRADENITIS_SUPPURATIVA_NMA_REVIEW.html,NCT04242446,BE HEARD I (Kimball 2024),2024,38762292,TRIAL_PMID_MISALIGNED,Evidence of leprosy post exposure prophylaxis in highly endemic regions.,2024,Lancet Glob Health,Wang H,0,0,0
HIFPH_CKD_ANEMIA_REVIEW.html,NCT02879305,ASCEND-D,2021,34739192,TRIAL_PMID_MISALIGNED,"Lactic acidosis, a potential toxicity from drug-drug interaction related to concomitant ribociclib a",2022,Cancer Rep (Hoboken),Lagampan C,1,0,0
HIFPH_CKD_ANEMIA_REVIEW.html,NCT02876835,ASCEND-ND,2021,34739196,TRIAL_PMID_MISALIGNED,Daprodustat for the Treatment of Anemia in Patients Not Undergoing Dialysis.,2021,N Engl J Med,Singh AK,0,0,0
HIFPH_CKD_ANEMIA_REVIEW.html,NCT02648347,PRO2TECT,2021,33913637,TRIAL_PMID_MISALIGNED,Vadadustat in Patients with Anemia and Non-Dialysis-Dependent CKD.,2021,N Engl J Med,Chertow GM,0,0,0
HIFPH_CKD_ANEMIA_REVIEW.html,NCT02892149,INNO2VATE,2021,33913638,TRIAL_PMID_MISALIGNED,Safety and Efficacy of Vadadustat for Anemia in Patients Undergoing Dialysis.,2021,N Engl J Med,Eckardt KU,0,0,0
HIFPH_CKD_ANEMIA_REVIEW.html,NCT02052310,HIMALAYAS,2021,33408137,TRIAL_PMID_MISALIGNED,Adverse Maternal and Fetal Outcomes in a Novel Experimental Model of Pregnancy after Recovery from R,2021,J Am Soc Nephrol,Gillis EE,0,0,0
HIGH_EFFICACY_MS_REVIEW.html,NCT01247324,OPERA-I,2017,28002679,TRIAL_PMID_MISALIGNED,Ocrelizumab versus Interferon Beta-1a in Relapsing Multiple Sclerosis.,2017,N Engl J Med,Hauser SL,0,0,0
HIGH_EFFICACY_MS_REVIEW.html,NCT01412333,OPERA-II,2017,28002679,TRIAL_PMID_MISALIGNED,Ocrelizumab versus Interferon Beta-1a in Relapsing Multiple Sclerosis.,2017,N Engl J Med,Hauser SL,0,0,0
HIGH_EFFICACY_MS_REVIEW.html,NCT02792218,ASCLEPIOS-I,2020,32757523,TRIAL_PMID_MISALIGNED,Ofatumumab versus Teriflunomide in Multiple Sclerosis.,2020,N Engl J Med,Hauser SL,0,0,0
HIGH_EFFICACY_MS_REVIEW.html,NCT02792231,ASCLEPIOS-II,2020,32757523,TRIAL_PMID_MISALIGNED,Ofatumumab versus Teriflunomide in Multiple Sclerosis.,2020,N Engl J Med,Hauser SL,0,0,0
HIV_ART_FIRSTLINE_NMA_REVIEW.html,NCT03122262,ADVANCE DTG/TAF,2019,31339677,OK,Dolutegravir plus Two Different Prodrugs of Tenofovir to Treat HIV.,2019,N Engl J Med,Venter WDF,0,0,1
HIV_ART_FIRSTLINE_NMA_REVIEW.html,NCT03122262_TDF,ADVANCE DTG/TDF,2019,31339677,TRIAL_PMID_MISALIGNED,Dolutegravir plus Two Different Prodrugs of Tenofovir to Treat HIV.,2019,N Engl J Med,Venter WDF,0,0,0
HIV_ART_TIMING_NMA_REVIEW.html,NCT00867048,START (INSIGHT 2015),2015,26192873,OK,Initiation of Antiretroviral Therapy in Early Asymptomatic HIV Infection.,2015,N Engl J Med,INSIGHT START Study Group,0,0,4
HIV_ART_TIMING_NMA_REVIEW.html,NCT00495651,TEMPRANO (ANRS 12136),2015,26192872,TRIAL_PMID_MISALIGNED,"Characterization of Salmonella enterica Serovar 4,[5],12:i:- Isolates from Korean Food Animals.",2015,Foodborne Pathog Dis,Kim A,0,0,0
HIV_ART_TIMING_NMA_REVIEW.html,NCT00074581,HPTN 052 (Cohen 2011/2016),2016,27424812,OK,Antiretroviral Therapy for the Prevention of HIV-1 Transmission.,2016,N Engl J Med,Cohen MS,0,0,3
HIV_LA_PREP_NMA_REVIEW.html,NCT02720094,HPTN 083,2021,34379922,TRIAL_PMID_MISALIGNED,Cabotegravir for HIV Prevention in Cisgender Men and Transgender Women.,2021,N Engl J Med,Landovitz RJ,0,0,0
HIV_LA_PREP_NMA_REVIEW.html,NCT03164564,HPTN 084,2022,35378077,OK,"Cabotegravir for the prevention of HIV-1 in women: results from HPTN 084, a phase 3, randomised clin",2022,Lancet,Delany-Moretlwe S,0,2,0
HIV_LA_PREP_NMA_REVIEW.html,NCT04994509,PURPOSE-1,2024,39046957,TRIAL_PMID_MISALIGNED,Comparative Ocular Pharmacokinetics of Dexamethasone Implants in Rabbits.,2024,J Ocul Pharmacol Ther,Won J,0,0,0
HIV_LA_PREP_NMA_REVIEW.html,NCT04925752,PURPOSE-2,2024,39565037,TRIAL_PMID_MISALIGNED,Further Validation of the Triarchic Model of Grit Scale (TMGS) in Chinese Adolescents.,2025,J Pers Assess,Gong J,1,0,0
HIV_PREP_INJECTABLE_NMA_REVIEW.html,NCT02720094,HPTN 083,2021,34379922,OK,Cabotegravir for HIV Prevention in Cisgender Men and Transgender Women.,2021,N Engl J Med,Landovitz RJ,0,0,3
HIV_PREP_INJECTABLE_NMA_REVIEW.html,NCT03164564,HPTN 084,2022,35594553,TRIAL_PMID_MISALIGNED,Effect of Antiviral Treatment on Hepatitis B Virus Integration and Hepatocyte Clonal Expansion.,2023,Clin Infect Dis,Chow N,1,0,0
HIV_PREP_INJECTABLE_NMA_REVIEW.html,NCT02842086,DISCOVER (F/TAF vs F/TDF),2020,32896293,TRIAL_PMID_MISALIGNED,Azithromycin for severe COVID-19.,2020,Lancet,Oldenburg CE,0,0,0
HIV_TB_COINFECTION_ART_TIMING_NMA_REVIEW.html,NCT00091936,SAPiT (Karim 2010+2011),2011,21345101,TRIAL_PMID_MISALIGNED,Association between body-mass index and risk of death in more than 1 million Asians.,2011,N Engl J Med,Zheng W,0,0,0
HIV_TB_COINFECTION_ART_TIMING_NMA_REVIEW.html,NCT00108862,STRIDE / ACTG A5221 (Havlir 2011),2011,22010914,OK,Timing of antiretroviral therapy for HIV-1 infection and tuberculosis.,2011,N Engl J Med,Havlir DV,0,0,3
HIV_TB_COINFECTION_ART_TIMING_NMA_REVIEW.html,NCT00226434,CAMELIA (Blanc 2011),2011,22010913,OK,Earlier versus later start of antiretroviral therapy in HIV-infected adults with tuberculosis.,2011,N Engl J Med,Blanc FX,0,0,3
HPV_DOSE_REDUCTION_NMA_REVIEW.html,NCT03675256,KEN-SHE bivalent,2022,35143335,TRIAL_PMID_MISALIGNED,Call for Special Issue Papers: Virtual Emotions: Understanding Affective Experiences in the Metavers,2022,Cyberpsychol Behav Soc Netw,Gaggioli A,0,0,0
HPV_DOSE_REDUCTION_NMA_REVIEW.html,NCT03675256_NONAV,KEN-SHE nonavalent,2022,35143335,TRIAL_PMID_MISALIGNED,Call for Special Issue Papers: Virtual Emotions: Understanding Affective Experiences in the Metavers,2022,Cyberpsychol Behav Soc Netw,Gaggioli A,0,0,0
HPV_DOSE_REDUCTION_NMA_REVIEW.html,NCT02834637,DoRIS 1d-vs-3d bivalent,2022,36410354,TRIAL_PMID_MISALIGNED,"Breast Cancer Screening Modalities, Recommendations, and Novel Imaging Techniques.",2023,Surg Clin North Am,Nielsen S,1,0,0
HPV_VACCINE_SCHEDULES_NMA_REVIEW.html,NCT00122681,PATRICIA Cervarix 3-dose,2009,19586656,OK,Efficacy of human papillomavirus (HPV)-16/18 AS04-adjuvanted vaccine against cervical infection and ,2009,Lancet,Paavonen J,0,1,2
HPV_VACCINE_SCHEDULES_NMA_REVIEW.html,NCT00092534,FUTURE II Gardasil-4 3-dose,2007,17494925,OK,Quadrivalent vaccine against human papillomavirus to prevent high-grade cervical lesions.,2007,N Engl J Med,FUTURE II Study Group,0,0,1
HPV_VACCINE_SCHEDULES_NMA_REVIEW.html,NCT03675256,KEN SHE single-dose (Barnabas 2022),2022,36475220,TRIAL_PMID_MISALIGNED,Dilated Cardiomyopathy in Children: Early Detection and Treatment.,2022,Cureus,Mallavarapu A,0,0,0
HYDROCORTISONE_SEPTIC_SHOCK_NMA_REVIEW.html,NCT01448109,ADRENAL (Venkatesh 2018),2018,29347874,OK,Adjunctive Glucocorticoid Therapy in Patients with Septic Shock.,2018,N Engl J Med,Venkatesh B,0,0,3
HYDROCORTISONE_SEPTIC_SHOCK_NMA_REVIEW.html,NCT00625209,APROCCHSS (Annane 2018),2018,29490185,OK,Hydrocortisone plus Fludrocortisone for Adults with Septic Shock.,2018,N Engl J Med,Annane D,0,0,3
HYDROCORTISONE_SEPTIC_SHOCK_NMA_REVIEW.html,NCT00670254,HYPRESS (Keh 2016),2016,27695822,TRIAL_PMID_MISALIGNED,Alternative Strategies to Inpatient Hospitalization for Acute Medical Conditions: A Systematic Revie,2016,JAMA Intern Med,Conley J,0,0,0
IL23_PSA_NMA_REVIEW.html,NCT03675308,KEEPsAKE-1,2022,35134812,TRIAL_PMID_MISALIGNED,Challenges and Management of Long COVID in Individuals with Hematological Illnesses.,2022,Acta Haematol,Yelin D,0,0,0
IL23_PSA_NMA_REVIEW.html,NCT03671148,KEEPsAKE-2,2022,35134811,TRIAL_PMID_MISALIGNED,COVID-19 in Patients with Hematologic Malignancies: Outcomes and Options for Treatments.,2022,Acta Haematol,Martínez JC,0,0,0
IL23_PSA_NMA_REVIEW.html,NCT03162796,DISCOVER-1,2020,32178765,OK,Guselkumab in patients with active psoriatic arthritis who were biologic-naive or had previously rec,2020,Lancet,Deodhar A,0,1,0
IL23_PSA_NMA_REVIEW.html,NCT03158285,DISCOVER-2,2020,32178766,OK,"Guselkumab in biologic-naive patients with active psoriatic arthritis (DISCOVER-2): a double-blind, ",2020,Lancet,Mease PJ,0,1,0
IL23_PSORIASIS_REVIEW.html,NCT02207231,VOYAGE 1,2017,28057360,OK,"Efficacy and safety of guselkumab, an anti-interleukin-23 monoclonal antibody, compared with adalimu",2017,J Am Acad Dermatol,Blauvelt A,0,1,0
IL23_PSORIASIS_REVIEW.html,NCT02684370,UltIMMa-1,2018,30097359,OK,Efficacy and safety of risankizumab in moderate-to-severe plaque psoriasis (UltIMMa-1 and UltIMMa-2),2018,Lancet,Gordon KB,0,1,0
IL23_PSORIASIS_REVIEW.html,NCT01722331,reSURFACE 1,2017,28596043,OK,Tildrakizumab versus placebo or etanercept for chronic plaque psoriasis (reSURFACE 1 and reSURFACE 2,2017,Lancet,Reich K,0,1,0
IL_PSORIASIS_NMA_REVIEW.html,NCT02207231,VOYAGE 1,2017,28057360,OK,"Efficacy and safety of guselkumab, an anti-interleukin-23 monoclonal antibody, compared with adalimu",2017,J Am Acad Dermatol,Blauvelt A,0,1,0
IL_PSORIASIS_NMA_REVIEW.html,NCT02684370,UltIMMa-1,2018,30097359,OK,Efficacy and safety of risankizumab in moderate-to-severe plaque psoriasis (UltIMMa-1 and UltIMMa-2),2018,Lancet,Gordon KB,0,1,0
IL_PSORIASIS_NMA_REVIEW.html,NCT01474512,UNCOVER-1,2016,27299809,TRIAL_PMID_MISALIGNED,Phase 3 Trials of Ixekizumab in Moderate-to-Severe Plaque Psoriasis.,2016,N Engl J Med,Gordon KB,0,0,0
IL_PSORIASIS_NMA_REVIEW.html,NCT01597245,UNCOVER-2,2016,26072109,OK,Comparison of ixekizumab with etanercept or placebo in moderate-to-severe psoriasis (UNCOVER-2 and U,2015,Lancet,Griffiths CE,-1,1,0
IL_PSORIASIS_NMA_REVIEW.html,NCT01646177,UNCOVER-3,2016,26072109,OK,Comparison of ixekizumab with etanercept or placebo in moderate-to-severe psoriasis (UNCOVER-2 and U,2015,Lancet,Griffiths CE,-1,1,0
IL_PSORIASIS_NMA_REVIEW.html,NCT01365455,ERASURE,2014,25007392,TRIAL_PMID_MISALIGNED,Secukinumab in plaque psoriasis--results of two phase 3 trials.,2014,N Engl J Med,Langley RG,0,0,0
IL_PSORIASIS_NMA_REVIEW.html,NCT01358578,FIXTURE,2014,25007392,TRIAL_PMID_MISALIGNED,Secukinumab in plaque psoriasis--results of two phase 3 trials.,2014,N Engl J Med,Langley RG,0,0,0
IL_PSORIASIS_NMA_REVIEW.html,NCT03536884,BE RADIANT,2021,33891380,TRIAL_PMID_MISALIGNED,Bimekizumab versus Secukinumab in Plaque Psoriasis.,2021,N Engl J Med,Reich K,0,0,0
IL_PSORIASIS_NMA_REVIEW.html,NCT03370133,BE VIVID,2021,33549193,OK,Bimekizumab versus ustekinumab for the treatment of moderate to severe plaque psoriasis (BE VIVID): ,2021,Lancet,Reich K,0,1,0
IL_PSORIASIS_NMA_REVIEW.html,NCT03412747,BE SURE,2021,33891379,TRIAL_PMID_MISALIGNED,Bimekizumab versus Adalimumab in Plaque Psoriasis.,2021,N Engl J Med,Warren RB,0,0,0
IL_PSORIASIS_NMA_REVIEW.html,NCT01708590,AMAGINE-1,2016,26914406,TRIAL_PMID_MISALIGNED,"A prospective phase III, randomized, double-blind, placebo-controlled study of brodalumab in patient",2016,Br J Dermatol,Papp KA,0,0,0
IL_PSORIASIS_NMA_REVIEW.html,NCT01722331,reSURFACE-1,2017,28596043,OK,Tildrakizumab versus placebo or etanercept for chronic plaque psoriasis (reSURFACE 1 and reSURFACE 2,2017,Lancet,Reich K,0,1,0
IL_PSORIASIS_NMA_REVIEW.html,NCT01729754,reSURFACE-2,2017,28596043,OK,Tildrakizumab versus placebo or etanercept for chronic plaque psoriasis (reSURFACE 1 and reSURFACE 2,2017,Lancet,Reich K,0,1,0
IL_PSORIASIS_NMA_REVIEW.html,NCT01708603,AMAGINE-2,2015,26422722,TRIAL_PMID_MISALIGNED,Phase 3 Studies Comparing Brodalumab with Ustekinumab in Psoriasis.,2015,N Engl J Med,Lebwohl M,0,0,0
IL_PSORIASIS_NMA_REVIEW.html,NCT02074982,CLEAR,2015,26092291,OK,Secukinumab is superior to ustekinumab in clearing skin of subjects with moderate to severe plaque p,2015,J Am Acad Dermatol,Thaçi D,0,1,0
IL_PSORIASIS_NMA_REVIEW.html,NCT03410992,BE READY,2021,33549192,OK,"Bimekizumab efficacy and safety in moderate to severe plaque psoriasis (BE READY): a multicentre, do",2021,Lancet,Gordon KB,0,1,0
INAVOLISIB_BC_REVIEW.html,NCT04191499,INAVO120,2024,39282919,TRIAL_PMID_MISALIGNED,Flaxseed oil attenuates PFOS-induced testicular damage by regulating RNA alternative splicing.,2024,Food Funct,Ren J,0,0,0
INCLISIRAN_REVIEW.html,NCT03397121,ORION-9,2020,32197277,TRIAL_PMID_MISALIGNED,Inclisiran for the Treatment of Heterozygous Familial Hypercholesterolemia.,2020,N Engl J Med,Raal FJ,0,0,0
INCLISIRAN_REVIEW.html,NCT03399370,ORION-10,2020,32187462,TRIAL_PMID_MISALIGNED,Two Phase 3 Trials of Inclisiran in Patients with Elevated LDL Cholesterol.,2020,N Engl J Med,Ray KK,0,0,0
INCLISIRAN_REVIEW.html,NCT03400800,ORION-11,2020,32187462,TRIAL_PMID_MISALIGNED,Two Phase 3 Trials of Inclisiran in Patients with Elevated LDL Cholesterol.,2020,N Engl J Med,Ray KK,0,0,0
INCRETINS_T2D_NMA_REVIEW.html,NCT03954834,SURPASS-1,2021,34186022,OK,Efficacy and safety of a novel dual GIP and GLP-1 receptor agonist tirzepatide in patients with type,2021,Lancet,Rosenstock J,0,1,0
INCRETINS_T2D_NMA_REVIEW.html,NCT03987919,SURPASS-2,2021,34170647,TRIAL_PMID_MISALIGNED,Tirzepatide versus Semaglutide Once Weekly in Patients with Type 2 Diabetes.,2021,N Engl J Med,Frías JP,0,0,0
INCRETINS_T2D_NMA_REVIEW.html,NCT02054897,SUSTAIN-1,2017,28110911,OK,Efficacy and safety of once-weekly semaglutide monotherapy versus placebo in patients with type 2 di,2017,Lancet Diabetes Endocrinol,Sorli C,0,1,0
